timestamp,value
2014-02-17 10:02:00,43.583999999999996
2014-02-17 10:07:00,49.812
2014-02-17 10:12:00,40.208
2014-02-17 10:17:00,51.688
2014-02-17 10:22:00,44.87600000000001
2014-02-17 10:27:00,42.7
2014-02-17 10:32:00,49.174
2014-02-17 10:37:00,46.924
2014-02-17 10:42:00,45.37600000000001
2014-02-17 10:47:00,46.854
2014-02-17 10:52:00,40.751999999999995
2014-02-17 10:57:00,54.6
2014-02-17 11:02:00,43.873999999999995
2014-02-17 11:07:00,44.93
2014-02-17 11:12:00,48.708
2014-02-17 11:17:00,45.268
2014-02-17 11:22:00,42.948
2014-02-17 11:27:00,47.736000000000004
2014-02-17 11:32:00,46.55
2014-02-17 11:37:00,45.492
2014-02-17 11:42:00,47.84
2014-02-17 11:47:00,39.882
2014-02-17 11:52:00,51.104
2014-02-17 11:57:00,45.64
2014-02-17 12:02:00,42.833999999999996
2014-02-17 12:07:00,50.763999999999996
2014-02-17 12:12:00,46.518
2014-02-17 12:17:00,44.644
2014-02-17 12:22:00,48.326
2014-02-17 12:27:00,40.316
2014-02-17 12:32:00,51.466
2014-02-17 12:37:00,45.558
2014-02-17 12:42:00,42.76
2014-02-17 12:47:00,49.648
2014-02-17 12:52:00,45.916000000000004
2014-02-17 12:57:00,46.854
2014-02-17 13:02:00,46.571999999999996
2014-02-17 13:07:00,42.652
2014-02-17 13:12:00,52.536
2014-02-17 13:17:00,44.251999999999995
2014-02-17 13:22:00,42.184
2014-02-17 13:27:00,48.098
2014-02-17 13:32:00,45.38
2014-02-17 13:37:00,44.578
2014-02-17 13:42:00,46.826
2014-02-17 13:47:00,39.672
2014-02-17 13:52:00,51.69
2014-02-17 13:57:00,46.83
2014-02-17 14:02:00,43.098
2014-02-17 14:07:00,49.882
2014-02-17 14:12:00,39.836
2014-02-17 14:17:00,51.198
2014-02-17 14:22:00,46.08
2014-02-17 14:27:00,41.808
2014-02-17 14:32:00,49.43600000000001
2014-02-17 14:37:00,46.644
2014-02-17 14:42:00,42.7
2014-02-17 14:47:00,49.16
2014-02-17 14:52:00,39.766
2014-02-17 14:57:00,53.49800000000001
2014-02-17 15:02:00,45.778
2014-02-17 15:07:00,43.816
2014-02-17 15:12:00,52.282
2014-02-17 15:17:00,44.056000000000004
2014-02-17 15:22:00,43.08600000000001
2014-02-17 15:27:00,47.674
2014-02-17 15:32:00,40.408
2014-02-17 15:37:00,51.69
2014-02-17 15:42:00,44.976000000000006
2014-02-17 15:47:00,42.306000000000004
2014-02-17 15:52:00,51.943999999999996
2014-02-17 15:57:00,46.978
2014-02-17 16:02:00,43.544
2014-02-17 16:07:00,51.854
2014-02-17 16:12:00,47.21
2014-02-17 16:17:00,45.61
2014-02-17 16:22:00,46.501999999999995
2014-02-17 16:27:00,41.361999999999995
2014-02-17 16:32:00,50.88
2014-02-17 16:37:00,45.63800000000001
2014-02-17 16:42:00,43.732
2014-02-17 16:47:00,47.773999999999994
2014-02-17 16:52:00,40.376
2014-02-17 16:57:00,54.083999999999996
2014-02-17 17:02:00,46.108000000000004
2014-02-17 17:07:00,43.028
2014-02-17 17:12:00,52.934
2014-02-17 17:17:00,43.882
2014-02-17 17:22:00,44.162
2014-02-17 17:27:00,50.492
2014-02-17 17:32:00,39.86
2014-02-17 17:37:00,54.536
2014-02-17 17:42:00,46.056000000000004
2014-02-17 17:47:00,43.122
2014-02-17 17:52:00,49.108000000000004
2014-02-17 17:57:00,48.56800000000001
2014-02-17 18:02:00,43.35
2014-02-17 18:07:00,51.864
2014-02-17 18:12:00,40.122
2014-02-17 18:17:00,51.69
2014-02-17 18:22:00,46.174
2014-02-17 18:27:00,42.84
2014-02-17 18:32:00,50.426
2014-02-17 18:37:00,45.70399999999999
2014-02-17 18:42:00,44.108000000000004
2014-02-17 18:47:00,47.676
2014-02-17 18:52:00,40.178000000000004
2014-02-17 18:57:00,56.408
2014-02-17 19:02:00,45.118
2014-02-17 19:07:00,45.174
2014-02-17 19:12:00,49.272
2014-02-17 19:17:00,45.58600000000001
2014-02-17 19:22:00,45.692
2014-02-17 19:27:00,47.35
2014-02-17 19:32:00,40.188
2014-02-17 19:37:00,53.63399999999999
2014-02-17 19:42:00,45.211999999999996
2014-02-17 19:47:00,43.31
2014-02-17 19:52:00,49.083999999999996
2014-02-17 19:57:00,47.382
2014-02-17 20:02:00,44.108000000000004
2014-02-17 20:07:00,49.202
2014-02-17 20:12:00,39.812
2014-02-17 20:17:00,51.44600000000001
2014-02-17 20:22:00,45.68
2014-02-17 20:27:00,44.13
2014-02-17 20:32:00,48.663999999999994
2014-02-17 20:37:00,40.34
2014-02-17 20:42:00,51.31399999999999
2014-02-17 20:47:00,46.01
2014-02-17 20:52:00,42.276
2014-02-17 20:57:00,51.83
2014-02-17 21:02:00,46.902
2014-02-17 21:07:00,46.431999999999995
2014-02-17 21:12:00,47.54
2014-02-17 21:17:00,40.582
2014-02-17 21:22:00,52.676
2014-02-17 21:27:00,45.494
2014-02-17 21:32:00,43.61600000000001
2014-02-17 21:37:00,50.328
2014-02-17 21:42:00,46.501999999999995
2014-02-17 21:47:00,43.732
2014-02-17 21:52:00,48.63800000000001
2014-02-17 21:57:00,48.31
2014-02-17 22:02:00,45.422
2014-02-17 22:07:00,49.36600000000001
2014-02-17 22:12:00,40.37
2014-02-17 22:17:00,52.474
2014-02-17 22:22:00,44.668
2014-02-17 22:27:00,43.098
2014-02-17 22:32:00,48.896
2014-02-17 22:37:00,40.492
2014-02-17 22:42:00,51.408
2014-02-17 22:47:00,45.37600000000001
2014-02-17 22:52:00,45.082
2014-02-17 22:57:00,50.69
2014-02-17 23:02:00,46.666000000000004
2014-02-17 23:07:00,48.216
2014-02-17 23:12:00,45.986000000000004
2014-02-17 23:17:00,41.29600000000001
2014-02-17 23:22:00,53.78
2014-02-17 23:27:00,45.798
2014-02-17 23:32:00,42.536
2014-02-17 23:37:00,49.038000000000004
